flight_id,real_waypoints,pass_times,speeds,alts,real_full_waypoints,full_pass_times,full_speeds,full_alts
0101BEMSR735,USEBE_94 USEBE LTAH LTFM,1680356510 1680357119 1680359459 1680361919,0.0389 0.4158 0.2233 0.0000,11742 11735 11651 914,USEBE_94 _OGxo0F1v USEBE LTAH _kAZayfZa _p1E0StOI _qf2UZPPj _6aZRsUTg _HCEHCmCF _DryjLnGs LTFM,1680356510 1680356999 1680357119 1680359459 1680360719 1680361079 1680361199 1680361559 1680361739 1680361919 1680361919,0.0389 0.0389 0.4158 0.2233 0.1554 0.1492 0.1338 0.1160 0.0796 0.0000 0.0000,11742 11742 11735 11651 5966 3559 2667 1433 1280 914 914
0101BEMSR736,FATIH RATVU PEDER MAROS_75 EVORA,1680367849 1680368699 1680370919 1680371279 1680371699,0.0535 0.2553 0.2259 0.2468 0.0000,1074 9418 10813 10843 10874,FATIH _BRFUokcj _pD6XhgI6 RATVU _Ck1P4ukN PEDER MAROS_75 _TNWB4Xo3 EVORA,1680367849 1680368279 1680368519 1680368699 1680370559 1680370919 1680371279 1680371699 1680371699,0.0535 0.2212 0.2443 0.2553 0.2415 0.2259 0.2468 0.0000 0.0000,1074 5890 8199 9418 11407 10813 10843 10874 10874
0101BFMSC3723,METRU METRU_30 LFKD ARTAX RALIX OGLOT BAKUL,1680349611 1680349679 1680359579 1680361559 1680362639 1680363119 1680363179,0.2119 0.2151 0.2107 0.2155 0.1375 0.0703 0.0000,10592 10569 10836 10820 3101 975 960,METRU METRU_30 LFKD ARTAX _LitXZSKt RALIX OGLOT BAKUL,1680349611 1680349679 1680359579 1680361559 1680362219 1680362639 1680363119 1680363179,0.2119 0.2151 0.2107 0.2155 0.1952 0.1375 0.0703 0.0000,10592 10569 10836 10820 6957 3101 975 960
0101BFMSC3724,MOKUP BMC SALUN METRU_30,1680368623 1680374219 1680384059 1680384059,0.1578 0.1027 0.0000 0.0000,2507 968 10889 10889,MOKUP BMC SALUN METRU_30,1680368623 1680374219 1680384059 1680384059,0.1578 0.1027 0.0000 0.0000,2507 968 10889 10889
0101C8NIA7313,TANSA_98 METRU PECES_18 CJN_55 PDT LEMD,1680347504 1680347399 1680357359 1680360479 1680361139 1680361439,0.2203 0.2135 0.1880 0.1586 0.0877 0.0000,10569 10569 11171 5631 1974 640,TANSA_98 _FfdCLl3g METRU PECES_18 CJN_55 PDT LEMD,1680347504 1680347339 1680347399 1680357359 1680360479 1680361139 1680361439,0.2203 0.2203 0.2135 0.1880 0.1586 0.0877 0.0000,10569 10569 10569 11171 5631 1974 640
0101C8NIA7314,LETO RBO_16 VLC_58 DOBIX METRU_30,1680367374 1680367619 1680368699 1680372959 1680377459,0.1271 0.2026 0.2716 0.2810 0.0000,1821 4610 10325 10859 10912,LETO _rAMHzeU8 _uE8SPN0n _URWenk1T RBO_16 _iAHviIwM _Wmoj2d4q VLC_58 DOBIX _pdxnOOIo _zTNKZg6z METRU_30,1680367374 1680367319 1680367379 1680367499 1680367619 1680368099 1680368219 1680368699 1680372959 1680377339 1680377459 1680377459,0.1271 0.1271 0.1328 0.1673 0.2026 0.2745 0.2767 0.2716 0.2810 0.2579 0.0000 0.0000,1821 1821 2454 3810 4610 7567 8313 10325 10859 10904 10912 10912
0101D3SUBTT,LFPB LFPA ABB TIPIL GOMUP ERAKA,1680333598 1680333899 1680334499 1680336299 1680339119 1680339119,0.0736 0.1440 0.2030 0.2434 0.0000 0.0000,716 2934 9182 11339 11346 11346,LFPB _RJigT6C3 _WZ8LOOsx LFPA _EcDTYkC4 ABB TIPIL GOMUP ERAKA,1680333598 1680333659 1680333779 1680333899 1680334139 1680334499 1680336299 1680339119 1680339119,0.0736 0.0876 0.1075 0.1440 0.1960 0.2030 0.2434 0.0000 0.0000,716 945 1547 2934 5822 9182 11339 11346 11346
0101DBMSR799,GUDIS NIPIS GORAV SOSAD RENSA PODUK LFPG,1680340737 1680340799 1680346019 1680350879 1680351479 1680352199 1680352859,0.2207 0.2323 0.2112 0.2363 0.2011 0.1323 0.0000,12337 12329 12116 10150 8077 3200 381,GUDIS _cv8PWfUJ NIPIS GORAV SOSAD RENSA _9TFhA3Bk PODUK _kzhTft4u LFPG,1680340737 1680340739 1680340799 1680346019 1680350879 1680351479 1680352079 1680352199 1680352379 1680352859,0.2207 0.2207 0.2323 0.2112 0.2363 0.2011 0.1424 0.1323 0.1114 0.0000,12337 12337 12329 12116 10150 8077 3673 3200 2240 381
0101DBMSR800,LFPG LFPB LFPN LFPY KUVIV PIMAK DOBIM_77 LAPSO,1680360591 1680360659 1680361019 1680361139 1680361259 1680362699 1680364679 1680371099,0.0950 0.1035 0.1921 0.1969 0.2087 0.2738 0.2742 0.0000,290 952 4930 6271 7468 11758 11849 12055,LFPG LFPB _hulJCOi0 _o3xeLRap LFPN LFPY KUVIV PIMAK DOBIM_77 _pKhRPqae LAPSO,1680360591 1680360659 1680360779 1680360899 1680361019 1680361139 1680361259 1680362699 1680364679 1680371099 1680371099,0.0950 0.1035 0.1332 0.1750 0.1921 0.1969 0.2087 0.2738 0.2742 0.0000 0.0000,290 952 2179 3338 4930 6271 7468 11758 11849 12055 12055
0101DCMSR780,LJLJ EBITI GUDIS,1680307261 1680307319 1680313619,0.2665 0.2668 0.0000,11750 11750 11994,LJLJ _MArwEwaT EBITI GUDIS,1680307261 1680307259 1680307319 1680313619,0.2665 0.2665 0.2668 0.0000,11750 11750 11750 11994
0101DCMSR787,GUDIS NIPIS VAGEN AMDID DOSEL_61 DETEX EDDM,1680344455 1680344519 1680348839 1680353039 1680353159 1680353279 1680353819,0.2238 0.2332 0.2376 0.1252 0.1429 0.1039 0.0000,12337 12337 12123 3246 2362 1989 518,GUDIS _AeBdQm1V NIPIS VAGEN AMDID DOSEL_61 DETEX EDDM,1680344455 1680344459 1680344519 1680348839 1680353039 1680353159 1680353279 1680353819,0.2238 0.2238 0.2332 0.2376 0.1252 0.1429 0.1039 0.0000,12337 12337 12337 12123 3246 2362 1989 518
0101DCMSR788,EDDM BAVAX GUDIS,1680361345 1680361439 1680369179,0.1082 0.1506 0.0000,1303 1669 12040,EDDM _VVBtYTqd BAVAX _FXFUH38k GUDIS,1680361345 1680361379 1680361439 1680369179 1680369179,0.1082 0.1082 0.1506 0.0000 0.0000,1303 1303 1669 12040 12040
0101DDMSR767,TANSA_98 METRU_30 EPAMA NENDA_75 BCN,1680345570 1680345479 1680356099 1680357599 1680357899,0.2098 0.2342 0.2323 0.0967 0.0000,12382 12382 10516 747 168,TANSA_98 _1Kg8onib METRU_30 _NfMoTNLA _I1fpaUu6 EPAMA _TUA9E3Ur _JulCe234 _HK7hQ3GJ _I1XGLQwe _PR9AWNKF _U99h3Ylc NENDA_75 _dZWCT0So BCN,1680345570 1680345419 1680345479 1680353399 1680355619 1680356099 1680356399 1680356519 1680356819 1680357179 1680357299 1680357479 1680357599 1680357839 1680357899,0.2098 0.2098 0.2342 0.1460 0.2069 0.2323 0.2023 0.2277 0.1673 0.1325 0.1096 0.0929 0.0967 0.0706 0.0000,12382 12382 12382 12405 12070 10516 7605 6698 4077 2202 1814 1143 747 389 168
0101DDMSR768,LEBL BCN_84 SULID_18 TRL LAPSO,1680365509 1680365579 1680366179 1680372299 1680374159,0.0871 0.1255 0.2648 0.2675 0.0000,533 1166 6934 12040 12055,LEBL BCN_84 _9aaobJnm SULID_18 TRL _1e0NVxMt LAPSO,1680365509 1680365579 1680365759 1680366179 1680372299 1680374159 1680374159,0.0871 0.1255 0.1905 0.2648 0.2675 0.0000 0.0000,533 1166 3238 6934 12040 12055 12055
0101DEMSR981,KOPAR LURUS GUNPA,1680307301 1680307319 1680320639,0.2189 0.2176 0.0000,10508 10508 10698,KOPAR _Kty68pGq LURUS _TZB6GLWO GUNPA,1680307301 1680307259 1680307319 1680320639 1680320639,0.2189 0.2189 0.2176 0.0000 0.0000,10508 10508 10508 10698 10698
0101DEMSR982,PITAX METRU,1680386059 1680398339,0.2888 0.0000,11834 12040,PITAX _3q19W8Ju _94TADUMs _aKkLGt8S _nvnTALpo METRU,1680386059 1680385979 1680386399 1680392039 1680398339 1680398339,0.2888 0.2888 0.2861 0.2728 0.0000 0.0000,11834 11834 11834 11971 12040 12040
0101DFMSR986,LMML METRU_30,1680307325 1680310679,0.2653 0.0000,12139 12055,LMML _lYfoBsXh _zMoNQGtz _JkR8VyO8 _C2k9KDIx METRU_30,1680307325 1680307259 1680307319 1680310619 1680310679 1680310679,0.2653 0.2653 0.2676 0.2675 0.0000 0.0000,12139 12139 12139 12055 12055 12055
0101E0MSR985,GUDIS NIPIS UPIVA GUNPA,1680316060 1680316139 1680323159 1680330299,0.2204 0.2188 0.2534 0.0000,10493 10500 10119 10706,GUDIS _Zt359Jv0 NIPIS UPIVA _AJipXGiG GUNPA,1680316060 1680316079 1680316139 1680323159 1680330299 1680330299,0.2204 0.2204 0.2188 0.2534 0.0000 0.0000,10493 10493 10500 10119 10706 10706
0101E0MSR986,PITAX ELTEP METRU,1680385592 1680386819 1680397559,0.2895 0.2726 0.0000,11232 11247 11445,PITAX _EWZWMg5L ELTEP _URAXE125 _eCTIR7vK METRU,1680385592 1680385499 1680386819 1680391379 1680397559 1680397559,0.2895 0.2895 0.2726 0.2872 0.0000 0.0000,11232 11232 11247 11361 11445 11445
0101E7MSR746,LTFM FATIH TOMBI RASDA,1680313314 1680313319 1680315959 1680317159,0.0835 0.0835 0.2454 0.0000,876 876 10729 10782,LTFM FATIH _b5yf1PpB _MRo9m5Ec TOMBI _c1qgXFaf RASDA,1680313314 1680313319 1680313499 1680313799 1680315959 1680317159 1680317159,0.0835 0.0835 0.1631 0.2114 0.2454 0.0000 0.0000,876 876 2248 5517 10729 10782 10782
0101E7MSR797,GUDIS NIPIS MAREG_33,1680345896 1680345899 1680354479,0.2085 0.2085 0.0000,11133 11133 297,GUDIS NIPIS _BNg7GP4g _qJofWcJ6 _MfSWLPup MAREG_33,1680345896 1680345899 1680353579 1680353819 1680354239 1680354479,0.2085 0.2085 0.1533 0.1298 0.0832 0.0000,11133 11133 4656 3056 960 297
0101E7MSR798,LOWW RAXAD RUGAS PERIM_22,1680359073 1680362639 1680363119 1680366539,0.0814 0.2636 0.2529 0.0000,693 9990 10058 10234,LOWW _KyRBM4PA _EQAeOQVS _quhqvviu RAXAD RUGAS _Qhha7R2d PERIM_22,1680359073 1680359159 1680359279 1680359459 1680362639 1680363119 1680366539 1680366539,0.0814 0.1041 0.1549 0.1920 0.2636 0.2529 0.0000 0.0000,693 1273 2179 4016 9990 10058 10234 10234
0101ECFEG3713,TANSA_98 METRU CJN_55 PDT LEMD,1680345481 1680345359 1680358439 1680359099 1680359399,0.2102 0.2102 0.1618 0.0616 0.0000,10554 10554 6271 1905 655,TANSA_98 METRU _hEPMUxo4 _1UwVn1Mn CJN_55 PDT LEMD,1680345481 1680345359 1680345539 1680354059 1680358439 1680359099 1680359399,0.2102 0.2102 0.2147 0.1535 0.1618 0.0616 0.0000,10554 10554 10561 11186 6271 1905 655
0101ECFEG3714,LETO RBO_16 LASPO DOBIX METRU_30,1680366534 1680366779 1680367799 1680372179 1680376619,0.1262 0.2194 0.2656 0.2638 0.0000,2096 5380 9929 10851 10874,LETO _jwwDKgwS _Xf7N9UA7 _Gg3Mut4u RBO_16 LASPO DOBIX _2ocLkp0Y _TOZ8Eqbp METRU_30,1680366534 1680366479 1680366539 1680366659 1680366779 1680367799 1680372179 1680376499 1680376619 1680376619,0.1262 0.1262 0.1340 0.1729 0.2194 0.2656 0.2638 0.2570 0.0000 0.0000,2096 2096 2804 4252 5380 9929 10851 10866 10874 10874
0101F1MSR751,GUDIS NIPIS MAVIT NORAH LHBP,1680343111 1680343199 1680349259 1680350939 1680351179,0.2025 0.1970 0.2216 0.0769 0.0000,11125 11125 11422 960 175,GUDIS _CQDMcheY NIPIS _KI1nvGmr MAVIT _dZg95BgG _nWOG3nqw _ZFLZ2yJw NORAH _344kD0rR LHBP,1680343111 1680343139 1680343199 1680349139 1680349259 1680350279 1680350639 1680350819 1680350939 1680351119 1680351179,0.2025 0.2025 0.1970 0.2230 0.2216 0.2064 0.1338 0.0832 0.0769 0.0572 0.0000,11125 11125 11125 11430 11422 6195 2309 1227 960 343 175
0101F1MSR752,LHBP BUD EBORO NIKTI_56 NAXAS LATMO_08,1680354908 1680355199 1680355799 1680358559 1680361019 1680361739,0.0708 0.1646 0.2109 0.2162 0.2524 0.0000,732 4069 8519 10645 10234 10226,LHBP _xiOvgXPn _1Lt7Crm3 BUD EBORO NIKTI_56 NAXAS _am0habKU LATMO_08,1680354908 1680354959 1680355079 1680355199 1680355799 1680358559 1680361019 1680361739 1680361739,0.0708 0.0888 0.1387 0.1646 0.2109 0.2162 0.2524 0.0000 0.0000,732 1341 2515 4069 8519 10645 10234 10226 10226
0101FCMSR737,USEBE_94 KOMEZ KFK LTBX LTFM,1680340478 1680340679 1680343139 1680344579 1680345419,0.2380 0.2151 0.2099 0.1528 0.0000,11118 11110 11041 4732 1036,USEBE_94 _dEbGSUoX KOMEZ KFK _yeWCes6i _SWvke5OL _7wBaP3eD _0xdHYjlQ _hLYHQXDg LTBX _MG3gjzD5 _EI2mdh0Q _MVT9QzPi LTFM,1680340478 1680340559 1680340679 1680343139 1680343799 1680343979 1680344099 1680344279 1680344459 1680344579 1680345059 1680345299 1680345419 1680345419,0.2380 0.2380 0.2151 0.2099 0.2206 0.2181 0.1946 0.1727 0.1513 0.1528 0.1133 0.2278 0.0000 0.0000,11118 11118 11110 11041 9563 8123 7231 6302 5296 4732 1768 1372 1036 1036
0101FCMSR738,LTFM FATIH USEBE USEBE_94,1680352433 1680352499 1680356219 1680356219,0.0759 0.1337 0.0000 0.0000,663 1318 10828 10828,LTFM FATIH _0Qqajasl USEBE USEBE_94,1680352433 1680352499 1680354899 1680356219 1680356219,0.0759 0.1337 0.2467 0.0000 0.0000,663 1318 10782 10828 10828
0101FCMSR745,USEBE_94 USEBE IRGAK BRY_99 UNSAV LTFM,1680388948 1680389099 1680391319 1680392519 1680393839 1680393959,0.2104 0.2190 0.2068 0.1712 0.0647 0.0000,11156 11156 11079 4450 1204 762,USEBE_94 _ON42w4V8 USEBE IRGAK BRY_99 _5tAekeFo UNSAV _ITfq0A4c LTFM,1680388948 1680389039 1680389099 1680391319 1680392519 1680393659 1680393839 1680393959 1680393959,0.2104 0.2104 0.2190 0.2068 0.1712 0.0891 0.0647 0.0000 0.0000,11156 11156 11156 11079 4450 1737 1204 762 762
0101FDMSR793,EPALO_51 BAVES OST,1680355077 1680355139 1680362459,0.2079 0.2068 0.0000,11163 11156 221,EPALO_51 _jt75bM4o BAVES _Hn4hRerB _QsGmTF3B _tf8ZUky3 _E5rCTlrx _23X1vdhY _UuEeKV8a OST,1680355077 1680355079 1680355139 1680361979 1680362099 1680362219 1680362339 1680362399 1680362459 1680362459,0.2079 0.2079 0.2068 0.1297 0.1135 0.0914 0.0868 0.0777 0.0000 0.0000,11163 11163 11156 2141 1791 1105 770 465 221 221
0101FDMSR794,LIRF RIFFI VEXUV LAPSO_38,1680367856 1680368339 1680368759 1680374099,0.0745 0.2159 0.2510 0.0000,373 4740 7285 11460,LIRF _60Sd3KIG RIFFI VEXUV _NIeANtms LAPSO_38,1680367856 1680368099 1680368339 1680368759 1680374099 1680374099,0.0745 0.1765 0.2159 0.2510 0.0000 0.0000,373 2553 4740 7285 11460 11460
0101FEMSR771,XAVIS NAVUS SPL_35 BANKO MOLUS_39 SAPRE GEVEA,1680342248 1680342239 1680347939 1680351839 1680352259 1680352559 1680352979,0.2102 0.2115 0.1969 0.1867 0.1429 0.0831 0.0000,11308 11453 10874 6309 3513 1593 541,XAVIS _RevwEYLt NAVUS SPL_35 BANKO _fQQvObtr MOLUS_39 _9G1gYE5K SAPRE GEVEA,1680342248 1680342179 1680342239 1680347939 1680351839 1680352139 1680352259 1680352439 1680352559 1680352979,0.2102 0.2102 0.2115 0.1969 0.1867 0.1692 0.1429 0.0856 0.0831 0.0000,11308 11308 11453 10874 6309 4244 3513 2339 1593 541
0101FEMSR772,LSGG PAS SALEV NITAM IBENI_66 UNDER LAPSO,1680357959 1680358019 1680358139 1680358859 1680360899 1680363119 1680366779,0.0809 0.1081 0.1515 0.2496 0.2557 0.2504 0.0000,1166 1676 2987 8611 9944 10051 9647,LSGG PAS SALEV NITAM IBENI_66 UNDER LAPSO,1680357959 1680358019 1680358139 1680358859 1680360899 1680363119 1680366779,0.0809 0.1081 0.1515 0.2496 0.2557 0.2504 0.0000,1166 1676 2987 8611 9944 10051 9647
010204MSR601,LAKTO PIKOG KONFO JILET YOGGA LLBG,1680336959 1680337619 1680337919 1680338099 1680338699 1680338759,0.1994 0.2283 0.1538 0.1470 0.0743 0.0000,11125 7071 3223 2134 671 472,LAKTO _h6P0ETz3 _2hLeAIHW _fElDvXnt PIKOG KONFO JILET YOGGA LLBG,1680336959 1680336959 1680337019 1680337319 1680337619 1680337919 1680338099 1680338699 1680338759,0.1994 0.1994 0.2550 0.2469 0.2283 0.1538 0.1470 0.0743 0.0000,11125 11125 11125 10439 7071 3223 2134 671 472
010204MSR602,BGN MELDO,1680343318 1680345179,0.0932 0.0000,785 10279,BGN _DkL7UvTa _jSBYPW6S MELDO,1680343318 1680345059 1680345179 1680345179,0.0932 0.2227 0.0000 0.0000,785 10264 10279 10279
010205MSR733,GUDIS NIPIS EDDL,1680340602 1680340679 1680352499,0.2112 0.2117 0.0000,11727 11727 122,GUDIS _0b9SEzY4 NIPIS _3MMuCaA7 _KdBvBrEP _uqZndntw EDDL,1680340602 1680340619 1680340679 1680347159 1680352199 1680352439 1680352499,0.2112 0.2112 0.2117 0.2297 0.0859 0.0610 0.0000,11727 11727 11727 11415 952 320 122
010205MSR734,EDDL LEBTI WYP OLETU BABIT NIKTI GUDIS,1680357958 1680358139 1680358319 1680360119 1680362579 1680365219 1680368519,0.0766 0.1671 0.2217 0.2428 0.2437 0.2503 0.0000,754 2850 4564 10439 10462 10653 10851,EDDL _xn9iflRU LEBTI WYP OLETU BABIT NIKTI _fbqpcLF0 GUDIS,1680357958 1680358019 1680358139 1680358319 1680360119 1680362579 1680365219 1680368519 1680368519,0.0766 0.1103 0.1671 0.2217 0.2428 0.2437 0.2503 0.0000 0.0000,754 1341 2850 4564 10439 10462 10653 10851 10851
010206MSR779,LIAKI LGKP VAGEN_48 KEGIT EGLW EGLL,1680366266 1680366359 1680370679 1680378719 1680379979 1680380219,0.2171 0.2132 0.2041 0.2284 0.0947 0.0000,9334 9327 10897 11064 1334 229,LIAKI _hWrFAFG5 LGKP VAGEN_48 KEGIT _eyUg68HD EGLW _FmeraAIP EGLL,1680366266 1680366299 1680366359 1680370679 1680378719 1680379799 1680379979 1680380159 1680380219,0.2171 0.2171 0.2132 0.2041 0.2284 0.1434 0.0947 0.0723 0.0000,9334 9334 9327 10897 11064 2233 1334 457 229
010206MSR780,EGLL AGBUL GUDIS,1680385953 1680388439 1680398399,0.0825 0.2384 0.0000,693 11072 11422,EGLL _eQfJbc6h AGBUL _nBDVrZek GUDIS,1680385953 1680386039 1680388439 1680398399 1680398399,0.0825 0.1106 0.2384 0.0000 0.0000,693 1356 11072 11422 11422
010207MSR801,XAVIS GOSEX NIKOL UNKIR LFPG,1680364325 1680364319 1680371039 1680374279 1680376439,0.2149 0.2135 0.2045 0.2226 0.0000,10577 10577 10851 10790 343,XAVIS _gzp97Abf GOSEX NIKOL UNKIR _bilRsOzP _nNZyiRpD _CXNkMf7H _fwPr7CaX _GEEZveiE LFPG,1680364325 1680364259 1680364319 1680371039 1680374279 1680375419 1680375539 1680375719 1680375839 1680376019 1680376439,0.2149 0.2149 0.2135 0.2045 0.2226 0.1423 0.1367 0.1251 0.1175 0.1028 0.0000,10577 10577 10577 10851 10790 3620 3200 2431 2423 1730 343
010207MSR802,IXIMA EKTOS LFPB NIPIS,1680307232 1680307259 1680385979 1680477719,0.2485 0.2485 0.1018 0.0000,10836 10836 1219 11438,IXIMA EKTOS LFPB NIPIS,1680307232 1680307259 1680385979 1680477719,0.2485 0.2485 0.1018 0.0000,10836 10836 1219 11438
010208MSR775,GUDIS NIPIS BABIT OTBED EIDW,1680336539 1680336599 1680343199 1680350279 1680352439,0.2057 0.2040 0.2262 0.2273 0.0670,11712 11727 11400 11354 320,GUDIS _rxHyTEbY NIPIS BABIT OTBED _H9Wzv99Q _34ZB46dL EIDW,1680336539 1680336539 1680336599 1680343199 1680350279 1680351779 1680352259 1680352439,0.2057 0.2057 0.2040 0.2262 0.2273 0.1981 0.0930 0.0670,11712 11712 11727 11400 11354 4702 960 320
010208MSR776,EIDW DUB ULTAG EGOV NIPIS,1680357713 1680357779 1680357959 1680358619 1680371519,0.0926 0.1128 0.1794 0.2332 0.0000,229 1113 3330 9403 11460,EIDW DUB ULTAG EGOV NIPIS,1680357713 1680357779 1680357959 1680358619 1680371519,0.0926 0.1128 0.1794 0.2332 0.0000,229 1113 3330 9403 11460
01020AMSR725,GUDIS NIPIS SVR EDFP BUB,1680341804 1680341879 1680348959 1680352559 1680354299,0.2139 0.2108 0.2216 0.2136 0.0607,11118 11140 10775 9616 389,GUDIS _cbESjlX8 NIPIS SVR EDFP _mQbjKdDu BUB,1680341804 1680341819 1680341879 1680348959 1680352559 1680354179 1680354299,0.2139 0.2139 0.2108 0.2216 0.2136 0.0834 0.0607,11118 11118 11140 10775 9616 640 389
01020AMSR726,EBBR HUL SOPOK ODVUX_25 NELLI ABLAT_05 NIPIS GUDIS,1680359938 1680360119 1680360599 1680360839 1680361799 1680363899 1680370499 1680370499,0.0843 0.1584 0.2349 0.2373 0.2399 0.2522 0.0000 0.0000,267 2393 7635 9129 11049 11118 11453 11453,EBBR _t4fnwreS HUL SOPOK ODVUX_25 NELLI ABLAT_05 NIPIS GUDIS,1680359938 1680359999 1680360119 1680360599 1680360839 1680361799 1680363899 1680370499 1680370499,0.0843 0.1133 0.1584 0.2349 0.2373 0.2399 0.2522 0.0000 0.0000,267 1113 2393 7635 9129 11049 11118 11453 11453
01022BMSC2934,BKPR DOLEV BEKTO_08 EDDV,1680307321 1680307319 1680311819 1680313919,0.1922 0.2141 0.2287 0.0679,10996 10996 10729 320,BKPR _xjNLGbTf DOLEV BEKTO_08 _tOFijh20 EDDV,1680307321 1680307259 1680307319 1680311819 1680313679 1680313919,0.1922 0.1922 0.2141 0.2287 0.0823 0.0679,10996 10996 10996 10729 1120 320
01022BMSC2935,EDDV BOKSO ARMUT LQSA MEDUX BITLA LAPSO,1680319372 1680320039 1680321179 1680324479 1680325199 1680326219 1680329519,0.0892 0.2126 0.2433 0.2999 0.2352 0.2518 0.0000,579 6431 10401 10538 10638 10737 10851,EDDV _6ixJURCp _sUpJnKnH BOKSO ARMUT LQSA MEDUX BITLA _logvKhzp LAPSO,1680319372 1680319439 1680319559 1680320039 1680321179 1680324479 1680325199 1680326219 1680329519 1680329519,0.0892 0.1217 0.1451 0.2126 0.2433 0.2999 0.2352 0.2518 0.0000 0.0000,579 945 2248 6431 10401 10538 10638 10737 10851 10851
01022BMSC2980,GUDIS NIPIS DISOR EDLE EDDL,1680346197 1680346259 1680350219 1680358079 1680358319,0.2073 0.2094 0.2146 0.0743 0.0000,11133 11156 10980 968 229,GUDIS _nvywiZBV NIPIS DISOR _fVNtHKQt EDLE _rq27bap6 EDDL,1680346197 1680346199 1680346259 1680350219 1680357539 1680358079 1680358259 1680358319,0.2073 0.2073 0.2094 0.2146 0.1880 0.0743 0.0630 0.0000,11133 11133 11156 10980 6599 968 419 229
01022BMSC2981,EDDL BIKMU PODIP KOSEK LAPSO_38,1680363418 1680363599 1680364079 1680364679 1680373679,0.0732 0.1450 0.2003 0.2421 0.0000,709 2096 6767 9845 10881,EDDL _3k7CA3G7 BIKMU PODIP KOSEK _ShFkXhCK LAPSO_38,1680363418 1680363479 1680363599 1680364079 1680364679 1680373679 1680373679,0.0732 0.0948 0.1450 0.2003 0.2421 0.0000 0.0000,709 1128 2096 6767 9845 10881 10881
01022CMSC717,TANSA_98 METRU_30 UNKIR URELO OKIPA LFPG,1680360607 1680360419 1680370739 1680371999 1680372119 1680372959,0.2118 0.2150 0.2227 0.1346 0.1519 0.0000,11217 11209 11415 3353 3018 236,TANSA_98 _QdQtQHY6 METRU_30 UNKIR URELO OKIPA _m0JEsGYf _AJcGKKOj LFPG,1680360607 1680360359 1680360419 1680370739 1680371999 1680372119 1680372659 1680372899 1680372959,0.2118 0.2118 0.2150 0.2227 0.1346 0.1519 0.0946 0.0619 0.0000,11217 11217 11209 11415 3353 3018 1486 427 236
01022CMSC718,DUCRA LFPG LFFE LASIV BUZUC PLH SALUN METRU_30,1680378991 1680379019 1680379259 1680379979 1680380879 1680389099 1680389699 1680389759,0.0681 0.0681 0.1265 0.2305 0.2368 0.2430 0.2517 0.0000,533 533 3040 10043 11087 11460 11491 11491,DUCRA LFPG LFFE _1ij7LAJv _yRrjXjVG LASIV BUZUC PLH SALUN _z9QBdTJ0 METRU_30,1680378991 1680379019 1680379259 1680379379 1680379499 1680379979 1680380879 1680389099 1680389699 1680389759 1680389759,0.0681 0.0681 0.1265 0.1800 0.2031 0.2305 0.2368 0.2430 0.2517 0.0000 0.0000,533 533 3040 4473 5692 10043 11087 11460 11491 11491 11491
01022CMSC882,SOBOS EMEDA_11 GENIV,1680341603 1680341939 1680343079,0.2445 0.2426 0.0000,11400 11407 11491,SOBOS _ngfVrFJ2 EMEDA_11 GENIV,1680341603 1680341639 1680341939 1680343079,0.2445 0.2445 0.2426 0.0000,11400 11400 11407 11491
01022DMSC3361,TANSA_98 METRU LFGX LFPG,1680357663 1680357479 1680367859 1680370139,0.2150 0.2095 0.2248 0.0587,11179 11179 11407 396,TANSA_98 _Z4Fwg2RY METRU LFGX _qmgCIlVy _dqLka6yI _5eQ2JWvn _oHGHyYHD LFPG,1680357663 1680357419 1680357479 1680367859 1680369059 1680369179 1680369599 1680369779 1680370139,0.2150 0.2150 0.2095 0.2248 0.1610 0.1340 0.1203 0.0859 0.0587,11179 11179 11179 11407 4503 3391 2073 1547 396
01022DMSC3362,LFPG LFPB ESTOC LFPP BEGAR LAPAB_35 SALUN METRU_30,1680375109 1680375179 1680375299 1680375419 1680377099 1680378899 1680385679 1680385679,0.0759 0.0837 0.1485 0.1776 0.2359 0.2373 0.0000 0.0000,396 1113 2172 3620 10455 10485 11468 11468,LFPG LFPB ESTOC LFPP BEGAR _ZjUxQteB LAPAB_35 SALUN METRU_30,1680375109 1680375179 1680375299 1680375419 1680377099 1680378659 1680378899 1680385679 1680385679,0.0759 0.0837 0.1485 0.1776 0.2359 0.2323 0.2373 0.0000 0.0000,396 1113 2172 3620 10455 10478 10485 11468 11468
01022DMSC3717,TANSA_98 METRU_30 SIROD URELO DUCRA,1680311726 1680311519 1680322199 1680323579 1680324599,0.2004 0.1785 0.2097 0.1492 0.0000,11125 11118 10813 3475 244,TANSA_98 _bcpccIBr METRU_30 SIROD URELO _27jodkSX _Xke9qsDP DUCRA,1680311726 1680311459 1680311519 1680322199 1680323579 1680324179 1680324539 1680324599,0.2004 0.2004 0.1785 0.2097 0.1492 0.0956 0.0435 0.0000,11125 11125 11118 10813 3475 1257 389 244
01022DMSC3718,LFPG LFPB ESTOC LFPP SALUN METRU_30,1680329567 1680329639 1680329759 1680329879 1680339659 1680339659,0.0661 0.0849 0.1410 0.2044 0.0000 0.0000,518 1250 2690 3772 10874 10874,LFPG LFPB ESTOC LFPP _NwsjzEik SALUN METRU_30,1680329567 1680329639 1680329759 1680329879 1680331319 1680339659 1680339659,0.0661 0.0849 0.1410 0.2044 0.2511 0.0000 0.0000,518 1250 2690 3772 10447 10874 10874
